Date,Currency,Mean,Buy,Sell
18/12/2013,US DOLLAR,86.0431,85.9472,86.1389
17/12/2013,US DOLLAR,86.4286,86.3328,86.5244
16/12/2013,US DOLLAR,86.5542,86.4583,86.65
11/12/2013,US DOLLAR,86.6789,86.5872,86.7706
10/12/2013,US DOLLAR,86.6511,86.565,86.7372
9/12/2013,US DOLLAR,86.625,86.5389,86.7111
6/12/2013,US DOLLAR,86.5589,86.4728,86.645
5/12/2013,US DOLLAR,86.4886,86.3983,86.5789
4/12/2013,US DOLLAR,86.7139,86.6167,86.8111
3/12/2013,US DOLLAR,86.7192,86.6233,86.815
2/12/2013,US DOLLAR,86.6506,86.5533,86.7478
29/11/2013,US DOLLAR,86.9931,86.8944,87.0917
28/11/2013,US DOLLAR,86.9875,86.8972,87.0778
27/11/2013,US DOLLAR,86.8889,86.7861,86.9917
26/11/2013,US DOLLAR,86.6528,86.5556,86.75
25/11/2013,US DOLLAR,86.6842,86.58,86.7883
22/11/2013,US DOLLAR,86.2972,86.1972,86.3972
21/11/2013,US DOLLAR,86.1667,86.0667,86.2667
20/11/2013,US DOLLAR,86.3075,86.2172,86.3978
19/11/2013,US DOLLAR,86.4658,86.3672,86.5644
18/11/2013,US DOLLAR,86.4556,86.3611,86.55
15/11/2013,US DOLLAR,86.2819,86.1833,86.3806
14/11/2013,US DOLLAR,86.2569,86.1667,86.3472
13/11/2013,US DOLLAR,86.0042,85.9,86.1083
12/11/2013,US DOLLAR,85.7,85.5972,85.8028
11/11/2013,US DOLLAR,85.5872,85.4844,85.69
8/11/2013,US DOLLAR,85.5153,85.4083,85.6222
7/11/2013,US DOLLAR,85.3069,85.1806,85.4333
6/11/2013,US DOLLAR,85.3736,85.2694,85.4778
5/11/2013,US DOLLAR,85.5197,85.4128,85.6267
4/11/2013,US DOLLAR,85.4472,85.3417,85.5528
1/11/2013,US DOLLAR,85.2714,85.17,85.3728
31/10/2013,US DOLLAR,85.1469,85.0483,85.2456
30/10/2013,US DOLLAR,85.1667,85.0722,85.2611
29/10/2013,US DOLLAR,85.0806,84.9944,85.1667
28/10/2013,US DOLLAR,84.8678,84.7761,84.9594
25/10/2013,US DOLLAR,84.7431,84.6556,84.8306
24/10/2013,US DOLLAR,84.7389,84.6361,84.8417
23/10/2013,US DOLLAR,84.785,84.685,84.885
22/10/2013,US DOLLAR,84.7194,84.625,84.8139
18/10/2013,US DOLLAR,84.8708,84.7667,84.975
17/10/2013,US DOLLAR,84.9736,84.8778,85.0694
16/10/2013,US DOLLAR,84.9894,84.8894,85.0894
15/10/2013,US DOLLAR,84.9944,84.8944,85.0944
14/10/2013,US DOLLAR,84.9714,84.8783,85.0644
11/10/2013,US DOLLAR,85.1986,85.1,85.2972
10/10/2013,US DOLLAR,85.3917,85.2944,85.4889
9/10/2013,US DOLLAR,84.9639,84.8694,85.0583
8/10/2013,US DOLLAR,85.2583,85.1694,85.3472
7/10/2013,US DOLLAR,86.1306,86.0278,86.2333
4/10/2013,US DOLLAR,86.5236,86.4278,86.6194
3/10/2013,US DOLLAR,86.7936,86.695,86.8922
2/10/2013,US DOLLAR,86.3722,86.2528,86.4917
1/10/2013,US DOLLAR,86.1478,86.0506,86.245
30/09/2013,US DOLLAR,86.6458,86.5417,86.75
27/09/2013,US DOLLAR,86.9903,86.8917,87.0889
26/09/2013,US DOLLAR,87.2292,87.1361,87.3222
25/09/2013,US DOLLAR,87.4097,87.3194,87.5
24/09/2013,US DOLLAR,87.4611,87.3806,87.5417
23/09/2013,US DOLLAR,87.4194,87.3361,87.5028
20/09/2013,US DOLLAR,87.3861,87.2972,87.475
19/09/2013,US DOLLAR,87.4542,87.3639,87.5444
18/09/2013,US DOLLAR,87.5406,87.4517,87.6294
17/09/2013,US DOLLAR,87.5361,87.45,87.6222
16/09/2013,US DOLLAR,87.5806,87.4861,87.675
13/09/2013,US DOLLAR,87.5444,87.4528,87.6361
12/9/2013,US DOLLAR,87.5458,87.45,87.6417
11/9/2013,US DOLLAR,87.5158,87.42,87.6117
10/9/2013,US DOLLAR,87.4792,87.3833,87.575
9/9/2013,US DOLLAR,87.4028,87.3056,87.5
6/9/2013,US DOLLAR,87.4236,87.325,87.5222
5/9/2013,US DOLLAR,87.4986,87.4111,87.5861
4/9/2013,US DOLLAR,87.5325,87.4317,87.6333
3/9/2013,US DOLLAR,87.5178,87.4317,87.6039
2/9/2013,US DOLLAR,87.5567,87.4594,87.6539
30/08/2013,US DOLLAR,87.5967,87.5078,87.6856
29/08/2013,US DOLLAR,87.5775,87.4789,87.6761
28/08/2013,US DOLLAR,87.4928,87.3983,87.5872
27/08/2013,US DOLLAR,87.525,87.4306,87.6194
26/08/2013,US DOLLAR,87.5611,87.4694,87.6528
23/08/2013,US DOLLAR,87.5303,87.4428,87.6178
22/08/2013,US DOLLAR,87.4572,87.3656,87.5489
21/08/2013,US DOLLAR,87.4606,87.3722,87.5489
20/08/2013,US DOLLAR,87.5389,87.4556,87.6222
19/08/2013,US DOLLAR,87.4711,87.385,87.5572
16/08/2013,US DOLLAR,87.4997,87.4094,87.59
15/08/2013,US DOLLAR,87.5906,87.5044,87.6767
14/08/2013,US DOLLAR,87.7042,87.6111,87.7972
13/08/2013,US DOLLAR,87.6083,87.5056,87.7111
12/8/2013,US DOLLAR,87.3858,87.2928,87.4789
8/8/2013,US DOLLAR,87.3908,87.295,87.4867
7/8/2013,US DOLLAR,87.3983,87.2983,87.4983
6/8/2013,US DOLLAR,87.3844,87.2928,87.4761
5/8/2013,US DOLLAR,87.3731,87.2772,87.4689
2/8/2013,US DOLLAR,87.4075,87.3172,87.4978
1/8/2013,US DOLLAR,87.3978,87.3061,87.4894
31/07/2013,US DOLLAR,87.2797,87.1839,87.3756
30/07/2013,US DOLLAR,87.2333,87.1389,87.3278
29/07/2013,US DOLLAR,87.2361,87.1361,87.3361
26/07/2013,US DOLLAR,87.4028,87.3056,87.5
25/07/2013,US DOLLAR,87.4056,87.3056,87.5056
24/07/2013,US DOLLAR,87.3431,87.2444,87.4417
23/07/2013,US DOLLAR,87.1697,87.0667,87.2728
22/07/2013,US DOLLAR,87.0808,86.9806,87.1811
19/07/2013,US DOLLAR,87.1583,87.0611,87.2556
18/07/2013,US DOLLAR,86.8919,86.7933,86.9906
17/07/2013,US DOLLAR,86.7875,86.6917,86.8833
16/07/2013,US DOLLAR,86.9986,86.8972,87.1
15/07/2013,US DOLLAR,87.2364,87.1344,87.3383
12/7/2013,US DOLLAR,87.1725,87.0767,87.2683
11/7/2013,US DOLLAR,86.8556,86.7611,86.95
10/7/2013,US DOLLAR,86.8972,86.7944,87
9/7/2013,US DOLLAR,86.7969,86.6983,86.8956
8/7/2013,US DOLLAR,86.6831,86.5817,86.7844
5/7/2013,US DOLLAR,86.2583,86.1611,86.3556
4/7/2013,US DOLLAR,86.2,86.1111,86.2889
3/7/2013,US DOLLAR,85.9897,85.8939,86.0856
2/7/2013,US DOLLAR,85.8561,85.7561,85.9561
1/7/2013,US DOLLAR,85.8347,85.7389,85.9306
28/06/2013,US DOLLAR,86.0075,85.9117,86.1033
27/06/2013,US DOLLAR,86.0269,85.9311,86.1228
26/06/2013,US DOLLAR,86.025,85.9222,86.1278
25/06/2013,US DOLLAR,86.0603,85.9644,86.1561
24/06/2013,US DOLLAR,85.8875,85.7972,85.9778
21/06/2013,US DOLLAR,85.7375,85.6444,85.8306
20/06/2013,US DOLLAR,85.6772,85.5772,85.7772
19/06/2013,US DOLLAR,85.7236,85.6278,85.8194
18/06/2013,US DOLLAR,85.7103,85.6228,85.7978
17/06/2013,US DOLLAR,85.6083,85.5139,85.7028
14/06/2013,US DOLLAR,85.3878,85.295,85.4806
13/06/2013,US DOLLAR,85.3531,85.26,85.4461
12/6/2013,US DOLLAR,85.0539,84.9761,85.1317
11/6/2013,US DOLLAR,85.0528,84.9528,85.1528
10/6/2013,US DOLLAR,84.8806,84.7917,84.9694
7/6/2013,US DOLLAR,84.95,84.8528,85.0472
6/6/2013,US DOLLAR,85.1806,85.0972,85.2639
5/6/2013,US DOLLAR,85.0972,85.0056,85.1889
4/6/2013,US DOLLAR,85.2208,85.1333,85.3083
3/6/2013,US DOLLAR,85.1281,85.0339,85.2222
31/05/2013,US DOLLAR,85.1236,85.0361,85.2111
30/05/2013,US DOLLAR,84.9042,84.8111,84.9972
29/05/2013,US DOLLAR,85.2861,85.1861,85.3861
28/05/2013,US DOLLAR,84.9833,84.8861,85.0806
27/05/2013,US DOLLAR,84.4261,84.3344,84.5178
24/05/2013,US DOLLAR,84.37,84.2756,84.4644
23/05/2013,US DOLLAR,84.4764,84.3806,84.5722
22/05/2013,US DOLLAR,84.2597,84.1694,84.35
21/05/2013,US DOLLAR,83.8508,83.7606,83.9411
20/05/2013,US DOLLAR,83.8375,83.7639,83.9111
17/05/2013,US DOLLAR,83.7972,83.7111,83.8833
16/05/2013,US DOLLAR,83.8242,83.7339,83.9144
15/05/2013,US DOLLAR,83.8069,83.7222,83.8917
14/05/2013,US DOLLAR,83.8361,83.7361,83.9361
13/05/2013,US DOLLAR,83.8609,83.7969,83.925
10/5/2013,US DOLLAR,83.725,83.6333,83.8167
9/5/2013,US DOLLAR,83.7917,83.6778,83.9056
8/5/2013,US DOLLAR,83.8989,83.8072,83.9906
7/5/2013,US DOLLAR,83.8906,83.7956,83.9856
6/5/2013,US DOLLAR,83.7164,83.6233,83.8094
3/5/2013,US DOLLAR,83.7553,83.6628,83.8478
2/5/2013,US DOLLAR,83.795,83.7006,83.8894
30/04/2013,US DOLLAR,83.8208,83.7194,83.9222
29/04/2013,US DOLLAR,83.8131,83.7144,83.9117
26/04/2013,US DOLLAR,83.7944,83.6944,83.8944
25/04/2013,US DOLLAR,83.7681,83.6639,83.8722
24/04/2013,US DOLLAR,83.7833,83.6806,83.8861
23/04/2013,US DOLLAR,83.8836,83.785,83.9822
22/04/2013,US DOLLAR,83.8831,83.7889,83.9772
19/04/2013,US DOLLAR,83.82,83.7228,83.9172
18/04/2013,US DOLLAR,83.7933,83.6989,83.8878
17/04/2013,US DOLLAR,83.8989,83.8044,83.9933
16/04/2013,US DOLLAR,83.8781,83.7728,83.9833
15/04/2013,US DOLLAR,83.9889,83.8889,84.0889
12/4/2013,US DOLLAR,84.1861,84.0889,84.2833
11/4/2013,US DOLLAR,84.3039,84.2067,84.4011
10/4/2013,US DOLLAR,84.6792,84.5806,84.7778
8/4/2013,US DOLLAR,84.7917,84.6972,84.8861
5/4/2013,US DOLLAR,84.8639,84.7694,84.9583
4/4/2013,US DOLLAR,84.8569,84.7583,84.9556
3/4/2013,US DOLLAR,84.9903,84.8917,85.0889
2/4/2013,US DOLLAR,84.9833,84.8028,85.1639
28/03/2013,US DOLLAR,85.6386,85.5539,85.7233
27/03/2013,US DOLLAR,85.8083,85.7139,85.9028
26/03/2013,US DOLLAR,85.8486,85.75,85.9472
25/03/2013,US DOLLAR,85.8258,85.7411,85.9106
22/03/2013,US DOLLAR,85.7628,85.6794,85.8461
21/03/2013,US DOLLAR,85.725,85.6278,85.8222
20/03/2013,US DOLLAR,85.7139,85.6139,85.8139
19/03/2013,US DOLLAR,85.8083,85.7083,85.9083
18/03/2013,US DOLLAR,85.6014,85.4972,85.7056
15/03/2013,US DOLLAR,85.6361,85.5389,85.7333
14/03/2013,US DOLLAR,85.34,85.24,85.44
13/03/2013,US DOLLAR,85.3222,85.2194,85.425
12/3/2013,US DOLLAR,85.5889,85.4778,85.7
11/3/2013,US DOLLAR,85.8236,85.7056,85.9417
8/3/2013,US DOLLAR,86.1639,86.0583,86.2694
7/3/2013,US DOLLAR,86.5833,86.4361,86.7306
6/3/2013,US DOLLAR,86.1667,86.0333,86.3
5/3/2013,US DOLLAR,86.0375,85.9389,86.1361
1/3/2013,US DOLLAR,86.1403,86.0433,86.2372
28/02/2013,US DOLLAR,86.2361,86.1306,86.3417
27/02/2013,US DOLLAR,87.2319,87.1361,87.3278
26/02/2013,US DOLLAR,87.3194,87.2194,87.4194
25/02/2013,US DOLLAR,87.4764,87.3806,87.5722
22/02/2013,US DOLLAR,87.5419,87.4433,87.6406
21/02/2013,US DOLLAR,87.5964,87.495,87.6978
20/02/2013,US DOLLAR,87.6336,87.5406,87.7267
19/02/2013,US DOLLAR,87.6094,87.5094,87.7094
18/02/2013,US DOLLAR,87.4108,87.3122,87.5094
15/02/2013,US DOLLAR,87.4194,87.325,87.5139
14/02/2013,US DOLLAR,87.3428,87.2483,87.4372
13/02/2013,US DOLLAR,87.4519,87.3606,87.5433
12/2/2013,US DOLLAR,87.5756,87.4806,87.6706
11/2/2013,US DOLLAR,87.5681,87.4722,87.6639
8/2/2013,US DOLLAR,87.5539,87.4572,87.6506
7/2/2013,US DOLLAR,87.6133,87.5167,87.71
6/2/2013,US DOLLAR,87.6025,87.5094,87.6956
5/2/2013,US DOLLAR,87.5775,87.4817,87.6733
4/2/2013,US DOLLAR,87.5669,87.4672,87.6667
1/2/2013,US DOLLAR,87.5828,87.4939,87.6717
31/01/2013,US DOLLAR,87.6111,87.5139,87.7083
30/01/2013,US DOLLAR,87.5861,87.4861,87.6861
29/01/2013,US DOLLAR,87.5906,87.4906,87.6906
28/01/2013,US DOLLAR,87.5828,87.4856,87.68
25/01/2013,US DOLLAR,87.5206,87.4322,87.6089
24/01/2013,US DOLLAR,87.4694,87.3761,87.5628
23/01/2013,US DOLLAR,87.3794,87.2961,87.4628
22/01/2013,US DOLLAR,86.9792,86.8889,87.0694
21/01/2013,US DOLLAR,86.8531,86.7683,86.9378
18/01/2013,US DOLLAR,86.8653,86.775,86.9556
17/01/2013,US DOLLAR,86.7042,86.6167,86.7917
16/01/2013,US DOLLAR,86.6989,86.61,86.7878
15/01/2013,US DOLLAR,86.6853,86.6011,86.7694
14/01/2013,US DOLLAR,86.6844,86.5928,86.7761
11/1/2013,US DOLLAR,86.6722,86.5861,86.7583
10/1/2013,US DOLLAR,86.6053,86.5206,86.69
9/1/2013,US DOLLAR,86.5242,86.4367,86.6117
8/1/2013,US DOLLAR,86.4775,86.3917,86.5633
7/1/2013,US DOLLAR,86.4264,86.3306,86.5222
4/1/2013,US DOLLAR,86.4417,86.35,86.5333
3/1/2013,US DOLLAR,86.3569,86.2667,86.4472
2/1/2013,US DOLLAR,86.0769,85.9789,86.175
